school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
Olympic College,Bremerton,WA,98337-1699,47.574769,-122.635113,21875533,18906415,-2969118
Perry Technical Institute,Yakima,WA,98903-1296,46.571492,-120.537976,7615071,6996882,-618189
Pacific Lutheran University,Tacoma,WA,98447-0003,47.14516,-122.440421,130061000,123140000,-6921000
Peninsula College,Port Angeles,WA,98362,48.101295,-123.412865,5895417,4884241,-1011176
University of Puget Sound,Tacoma,WA,98416,47.26308,-122.478982,474232000,427977000,-46255000
Renton Technical College,Renton,WA,98056-4123,47.489206,-122.176303,2174155,1950987,-223168
Saint Martin's University,Lacey,WA,98503-7500,47.041068,-122.816354,33179590,35994329,2814739
South Seattle College,Seattle,WA,98106-1499,47.5475,-122.352672,7840945,7106044,-734901
Seattle Central College,Seattle,WA,98122,47.616748,-122.321231,8806286,7980908,-825378
Seattle Pacific University,Seattle,WA,98119-1997,47.650214,-122.361667,169155000,157684000,-11471000
Seattle University,Seattle,WA,98122-4340,47.608859,-122.318851,311296767,284644864,-26651903
Shoreline Community College,Shoreline,WA,98133-5696,47.747402,-122.358626,4338686,3702617,-636069
Skagit Valley College,Mount Vernon,WA,98273,48.437194,-122.30894,19089237,15677348,-3411889
South Puget Sound Community College,Olympia,WA,98512-6292,47.023698,-122.929578,13193865,11356330,-1837535
Spokane Community College,Spokane,WA,99217-5399,47.674034,-117.360065,10213019,9564738,-648281
Spokane Falls Community College,Spokane,WA,99224-5288,47.676741,-117.463538,3917391,3770759,-146632
Tacoma Community College,Tacoma,WA,98466-6100,47.244622,-122.524793,6889460,5550247,-1339213
Walla Walla Community College,Walla Walla,WA,99362-9267,46.078557,-118.276505,361346,547419,186073
Walla Walla University,College Place,WA,99324-1198,46.048088,-118.389555,40565292,36736853,-3828439
Washington State University,Pullman,WA,99164-5910,46.730448,-117.158168,1308387422,1196529000,-111858422
University of Washington-Seattle Campus,Seattle,WA,98195-4550,47.65538,-122.30514,4497581653,4503322446,5740793
Wenatchee Valley College,Wenatchee,WA,98801-1799,47.431234,-120.337198,11927914,9922641,-2005273
Western Washington University,Bellingham,WA,98225-9008,48.737812,-122.485734,111475274,95459335,-16015939
Whatcom Community College,Bellingham,WA,98226,48.7939,-122.493253,9168712,8658076,-510636
Whitman College,Walla Walla,WA,99362,46.069815,-118.331546,839734351,683569141,-156165210
Whitworth University,Spokane,WA,99251,47.753358,-117.416714,203207178,183144050,-20063128
Yakima Valley College,Yakima,WA,98907-2520,46.586098,-120.528525,13118244,10750828,-2367416
Alderson Broaddus University,Philippi,WV,26416-2035,39.158067,-80.047728,18685108,16256321,-2428787
Appalachian Bible College,Mount Hope,WV,25880-9557,37.853335,-81.198867,1991836,1961665,-30171
Bethany College,Bethany,WV,26032,40.205819,-80.560056,52635886,50379522,-2256364
Bluefield State University,Bluefield,WV,24701-2198,37.265732,-81.239037,4316187,4099523,-216664
University of Charleston,Charleston,WV,25304,38.333367,-81.616244,60478146,55592721,-4885425
Concord University,Athens,WV,24712,37.423723,-81.006696,44160094,38203436,-5956658
Davis & Elkins College,Elkins,WV,26241-3996,38.931232,-79.846022,71420183,61636967,-9783216
Fairmont State University,Fairmont,WV,26554-2470,39.483079,-80.162433,31741589,28443847,-3297742
Glenville State University,Glenville,WV,26351-1292,38.93547,-80.834295,17183742,14720530,-2463212
Marshall University,Huntington,WV,25755,38.422482,-82.428964,207472758,200692752,-6780006
West Virginia University at Parkersburg,Parkersburg,WV,26104,39.216379,-81.506192,12755839,11086272,-1669567
Potomac State College of West Virginia University,Keyser,WV,26726,39.438323,-78.981441,8380456,8470817,90361
Shepherd University,Shepherdstown,WV,25443,39.433071,-77.804101,30505661,27298195,-3207466
Southern West Virginia Community and Technical College,Mount Gay,WV,25637,37.851756,-82.023014,4129299,4790124,660825
West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901,37.804273,-80.43782,3533674,3461129,-72545
West Virginia State University,Institute,WV,25112-1000,38.380541,-81.765034,12601083,11265296,-1335787
West Liberty University,West Liberty,WV,26074,40.164417,-80.602256,20314393,18103323,-2211070
West Virginia University Institute of Technology,Beckley,WV,25801,37.775924,-81.184072,16760913,16941635,180722
West Virginia Wesleyan College,Buckhannon,WV,26201-2994,38.990661,-80.218969,84169619,70553094,-13616525
West Virginia Northern Community College,Wheeling,WV,26003-3699,40.063318,-80.721263,2323255,2060666,-262589
West Virginia University,Morgantown,WV,26506,39.634371,-79.954391,812904316,821669324,8765008
Wheeling University,Wheeling,WV,26003,40.070873,-80.690804,11907772,11907750,-22
Alverno College,Milwaukee,WI,53234-3922,42.982842,-87.965174,41615758,35474095,-6141663
Bellin College,Green Bay,WI,54311,44.468277,-87.921722,11808755,13958982,2150227
Beloit College,Beloit,WI,53511-5595,42.504022,-89.029285,94110158,83541468,-10568690
Cardinal Stritch University,Milwaukee,WI,53217-3985,43.139752,-87.909045,13653757,13809203,155446
Carroll University,Waukesha,WI,53186,43.004527,-88.228114,94723057,81033098,-13689959
Carthage College,Kenosha,WI,53140-1994,42.622969,-87.820924,164311119,136204897,-28106222
Concordia University-Wisconsin,Mequon,WI,53097-2402,43.253387,-87.91552,97245644,92707403,-4538241
Edgewood College,Madison,WI,53711-1997,43.057059,-89.422884,70258436,65977917,-4280519
Gateway Technical College,Kenosha,WI,53144-1690,42.605677,-87.846695,12265377,9800361,-2465016
Lakeland University,Plymouth,WI,53073,43.841573,-87.883414,21415099,18777358,-2637741
Lakeshore Technical College,Cleveland,WI,53015-1414,43.924774,-87.75454,1041208,1058208,17000
Lawrence University,Appleton,WI,54911,44.261323,-88.397822,487034820,440838808,-46196012
Maranatha Baptist University,Watertown,WI,53094,43.195013,-88.737016,277767,277946,179
Marian University,Fond Du Lac,WI,54935-4699,43.777411,-88.420638,9753603,10235636,482033
Marquette University,Milwaukee,WI,53233,43.03903,-87.927961,929149000,865300000,-63849000
Medical College of Wisconsin,Milwaukee,WI,53226-0509,43.044527,-88.022674,1626374000,1512540000,-113834000
Mid-State Technical College,Wisconsin Rapids,WI,54494,44.391091,-89.783785,2391670,2425632,33962
Milwaukee Institute of Art & Design,Milwaukee,WI,53202-6003,43.030917,-87.907925,3659778,3690014,30236
Milwaukee School of Engineering,Milwaukee,WI,53202-3109,43.045364,-87.907691,87461359,75683084,-11778275
Mount Mary University,Milwaukee,WI,53222-4597,43.072507,-88.030732,27969827,24721392,-3248435
Nashotah House,Nashotah,WI,53058-9793,43.082193,-88.423743,11266973,8538733,-2728240
Northland College,Ashland,WI,54806-3999,46.579087,-90.87476,6923883,6228175,-695708
Ripon College,Ripon,WI,54971-0248,43.844135,-88.842333,117532116,110826272,-6705844
Saint Norbert College,De Pere,WI,54115-2099,44.44483,-88.067812,183935678,173050862,-10884816
Southwest Wisconsin Technical College,Fennimore,WI,53809-9778,42.976238,-90.637714,5512283,4856496,-655787
Viterbo University,La Crosse,WI,54601-8804,43.803133,-91.244297,68452039,60778544,-7673495
Western Technical College,La Crosse,WI,54601,43.815309,-91.246191,8063674,6786392,-1277282
University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,42.835563,-88.742368,39399610,34259959,-5139651
Northwood Technical College,Shell Lake,WI,54871-8727,45.747831,-91.916484,5559972,4833255,-726717
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,44.798284,-91.501906,72831550,64838453,-7993097
University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,44.532298,-87.919973,49836202,54492077,4655875
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,43.81568,-91.23186,38114992,41701196,3586204
Wisconsin Lutheran College,Milwaukee,WI,53226-4699,43.036943,-88.022718,46350005,43865288,-2484717
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,44.026206,-88.549369,37338884,32767890,-4570994
University of Wisconsin-Parkside,Kenosha,WI,53144,42.647718,-87.855231,14534690,16130111,1595421
University of Wisconsin-Stout,Menomonie,WI,54751,44.873187,-91.926653,80168923,72176144,-7992779
University of Wisconsin-Superior,Superior,WI,54880-4500,46.717629,-92.091007,25398140,21615266,-3782874
University of Wisconsin-Madison,Madison,WI,53706-1380,43.075409,-89.404098,5662371117,4995679379,-666691738
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,43.076848,-87.880488,230259228,220503966,-9755262
University of Wisconsin-Platteville,Platteville,WI,53818-3099,42.733451,-90.48622,52338823,51934302,-404521
University of Wisconsin-River Falls,River Falls,WI,54022-5001,44.8534,-92.622641,29635472,29228586,-406886
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,44.529582,-89.570934,54147658,66152803,12005145
Casper College,Casper,WY,82601-4699,42.832788,-106.326712,42237149,38348747,-3888402
Central Wyoming College,Riverton,WY,82501,43.030556,-108.426738,27093554,22386782,-4706772
Eastern Wyoming College,Torrington,WY,82240-1699,42.079354,-104.190823,7380297,6221501,-1158796
Laramie County Community College,Cheyenne,WY,82007-3299,41.104288,-104.778789,33047831,37887852,4840021
Northwest College,Powell,WY,82435-1898,44.760656,-108.761853,28369361,36044722,7675361
Northern Wyoming Community College District,Sheridan,WY,82801,44.763926,-106.941105,22244806,18653310,-3591496
Western Wyoming Community College,Rock Springs,WY,82901,41.590964,-109.237126,15916192,15153514,-762678
University of Wyoming,Laramie,WY,82071,41.311773,-105.57931,768910291,715309048,-53601243
American Samoa Community College,Pago Pago,AS,96799-2609,-14.322636,-170.742774,3365900,3121995,-243905
Guam Community College,Mangilao,GU,96913,13.440649,144.808944,17452645,15337495,-2115150
University of Guam,Mangilao,GU,96923,13.433047,144.803978,31249296,25978718,-5270578
Northern Marianas College,Saipan,MP,96950-1250,15.152247,145.721733,10847180,8780786,-2066394
Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,18.205685,-67.111207,134104,134104,0
Universidad Central de Bayamon,Bayamón,PR,00960-1725,18.398864,-66.180773,1459697,1313656,-146041
Albizu University-San Juan,San Juan,PR,00902-3711,18.466573,-66.113908,1266752,1152626,-114126
Caribbean University-Bayamon,Bayamon,PR,00960-0493,18.383136,-66.168315,30264,30244,-20
Caribbean University-Carolina,Carolina,PR,00985,18.380193,-65.960036,1977,1975,-2
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,18.446006,-66.679114,3585652,2881637,-704015
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717-9997,18.00165,-66.617138,11752971,9445370,-2307601
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926-2602,18.387183,-66.061647,28239235,27761938,-477297
Puerto Rico Conservatory of Music,San Juan,PR,00907-3373,18.454016,-66.078811,1678515,1718767,40252
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,18.338036,-66.992287,252995,410345,157350
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,00902-1112,18.46778,-66.121348,3063708,3206462,142754
Humacao Community College,Humacao,PR,00791,18.148274,-65.826857,1306340,1307375,1035
University of Puerto Rico-Cayey,Cayey,PR,00737-2230,18.11882,-66.162066,3705,4663,958
University of Puerto Rico-Humacao,Humacao,PR,00792,18.146589,-65.838602,22197,24601,2404
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,18.211142,-67.139172,15804,380505,364701
University of Puerto Rico-Medical Sciences,San Juan,PR,00936-5067,18.396548,-66.074894,3151596,4041266,889670
University of Puerto Rico-Rio Piedras,San Juan,PR,00931-0000,18.402826,-66.050009,882946,998598,115652
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985-0985,18.414805,-65.983869,25288004,24860588,-427416
Universidad del Sagrado Corazon,Santurce,PR,00914,18.441166,-66.059617,24395369,21613015,-2782354
Seminario Evangelico de Puerto Rico,San Juan,PR,00925,18.407003,-66.052816,690804,720796,29992
Universidad Central Del Caribe,Bayamon,PR,00960-6032,18.366171,-66.153758,5705114,5291713,-413401
Universidad Politecnica de Puerto Rico,Hato Rey,PR,00919,18.422195,-66.056084,22528344,23421518,893174
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,00680-1713,18.182375,-67.145695,4581666,3682092,-899574
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,00778-3030,18.239647,-66.006259,29140311,28647784,-492527
College of Micronesia-FSM,Pohnpei,FM,96941,6.909759,158.158189,10018802,8554945,-1463857
Palau Community College,Koror,PW,96940,7.343177,134.473744,5977405,7557306,1579901
University of the Virgin Islands,Charlotte Amalie,VI,00802-9990,18.344193,-64.972866,87389919,53390418,-33999501
Stanford University,Stanford,CA,94305,37.429434,-122.167359,37788187000,36338794000,-1449393000
Purdue University-Main Campus,West Lafayette,IN,47907-2040,40.428206,-86.914435,3596142678,3547305269,-48837409
Parker University,Dallas,TX,75229-5668,32.880335,-96.893564,40856000,35508000,-5348000
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,00918,18.415375,-66.055403,604992,981262,376270
Georgia State University-Perimeter College,Atlanta,GA,30303-3083,33.7527,-84.38667,2555365,2331992,-223373
Warren County Community College,Washington,NJ,07882-4343,40.744812,-75.018309,307312,268892,-38420
St. John's College,Santa Fe,NM,87505-4599,35.666974,-105.912478,111254315,97641539,-13612776
Antioch University-Los Angeles,Culver City,CA,90230-7615,33.988533,-118.384458,3109389,2607993,-501396
Antioch University-Santa Barbara,Santa Barbara,CA,93101,34.419203,-119.6958,809145,678669,-130476
Antioch University-New England,Keene,NH,03431,42.932344,-72.293798,2386344,2001540,-384804
Antioch University-Seattle,Seattle,WA,98121-1814,47.615916,-122.346318,1937253,1624867,-312386
Antioch University,Yellow Springs,OH,45387,39.80321,-83.908684,886440,743499,-142941
Mid-America Christian University,Oklahoma City,OK,73170-9797,35.347785,-97.578297,2949740,3544543,594803
Houston Graduate School of Theology,Houston,TX,77035-3602,29.673594,-95.448846,225578,229568,3990
Sussex County Community College,Newton,NJ,07860,41.067633,-74.758079,3145554,3064750,-80804
Landmark College,Putney,VT,05346,42.977172,-72.512549,26293465,24424859,-1868606
Collin County Community College District,McKinney,TX,75069,33.16241,-96.63894,16811544,14444522,-2367022
Lac Courte Oreilles Ojibwe University,Hayward,WI,54843,45.942252,-91.365002,4453537,4214332,-239205
St Charles Community College,Cottleville,MO,63376-0975,38.759703,-90.641105,94778,97328,2550
New College of Florida,Sarasota,FL,34243-2109,27.384925,-82.55858,55284307,45480122,-9804185
Luna Community College,Las Vegas,NM,87701,35.616303,-105.250865,942673,942673,0
Caribbean University-Ponce,Ponce,PR,00716-7733,18.006633,-66.59425,4135,4132,-3
Caribbean University-Vega Baja,Vega Baja,PR,00964,18.444882,-66.40315,2158,2156,-2
Pennsylvania College of Technology,Williamsport,PA,17701-5799,41.234145,-77.023665,29039398,26134155,-2905243
Stone Child College,Box Elder,MT,59521-9796,48.289808,-109.870182,5384325,5372761,-11564
New York Academy of Art,New York,NY,10013-2911,40.718388,-74.006019,554176,559496,5320
Suffolk County Community College,Selden,NY,11784-2899,40.848963,-73.056165,10711849,10546907,-164942
California State University-San Marcos,San Marcos,CA,92096-0001,33.130569,-117.159013,35766462,31187653,-4578809
NorthWest Arkansas Community College,Bentonville,AR,72712-5091,36.357704,-94.17289,10492827,8759589,-1733238
Hodges University,Fort Myers,FL,33966,26.610865,-81.821419,2968254,2923606,-44648
College of the Marshall Islands,Majuro,MH,96960,7.102688,171.378129,2344397,1940624,-403773
University of Washington-Bothell Campus,Bothell,WA,98011-8246,47.759773,-122.191293,93699617,93819217,119600
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100,47.244594,-122.438541,93699617,93819217,119600
Bay Mills Community College,Brimley,MI,49715,46.45482,-84.606312,12998907,11985586,-1013321
Phoenix Seminary,Scottsdale,AZ,85260,33.581645,-111.910665,1542773,1336829,-205944
