,assignee_city,assignee_state,assignee_country,assignee_key_id,patent_number,patent_title
1113,Pleasanton,CA,US,219171,11619861,Single sideband laser system for atomic devices
1114,Lehi,UT,US,19758,11619866,Plate for camera equipment
1115,Goleta,CA,US,10716,11619871,Laser based display system
1116,San Francisco,CA,US,1526,11619873,Aperture sharing for highlight projection
1117,Chicago,IL,US,197,11619874,Dry mist partition
1118,Armonk,NY,US,86,11619877,Determination of optical roughness in EUV structures
1119,Denver,CO,US,833,11619880,Holographic photopolymer compositions and composites
1120,Spring,TX,US,287,11619895,Servicing a drum at a printer
1121,Manchester,NH,US,3006,11619914,Arrayed time to digital converter
1122,New York,NY,US,9012,11619916,Selectively governing internet of things devices via digital twin-based simulation
1123,Armonk,NY,US,86,11619918,Determining ambient controls
1124,Peoria,IL,US,191,11619921,Work machine overload prevention
1125,Milwaukee,WI,US,38387,11619924,Combined visualization thin client HMI system and method
1126,Fremont,CA,US,1045,11619925,Remote-plasma clean (RPC) directional-flow device
1127,Palo Alto,CA,US,35556,11619927,Automatic analysis of real time conditions in an activity space
1128,State College,PA,US,108818,11619933,Automatic periodic adjustment of equipment parameters to maximize equipment lifetime
1129,Cupertino,CA,US,32260,11619937,Method and system for adaptive motion planning based on passenger reaction to vehicle motion in autonomous driving vehicles
1130,McNeil,CA,US,114,11619938,Autonomous transportation techniques
1131,Mountain View,CA,US,89,11619940,Operating an autonomous vehicle according to road user reaction modeling with occlusions
1132,San Diego,CA,US,32870,11619943,Optimal path library for local path planning of an autonomous vehicle
1133,Mountain View,CA,US,89,11619944,Fuel-economy optimization for autonomous driving systems
1134,San Francisco,CA,US,10308,11619945,Map prior layer
1135,Mountain View,CA,US,89,11619949,Determining and responding to an internal status of a vehicle
1136,San Diego,CA,US,32870,11619950,Systems and methods for projecting a three-dimensional (3D) surface to a two-dimensional (2D) surface for use in autonomous driving
1137,Cambridge,MA,US,308,11619951,On-demand high-capacity ride-sharing via dynamic trip-vehicle assignment with future requests
1138,Golden Valley,MN,US,13947,11619955,Thermostat power wire switching circuit
1139,Charlotte,NC,US,2091,11619956,Nonlinear trim head power supply with a wide input range and a high efficiency
1140,Greensboro,NC,US,2565,11619957,Power management circuit operable to reduce energy loss
1141,Woburn,MA,US,1178,11619958,Biasing scheme for power amplifiers
1142,Cupertino,CA,US,441,11619959,Low dropout regulator with feedforward power supply noise rejection circuit
1143,Santa Clara,CA,US,126,11619960,Adaptive digital controller including linear and non-linear control mechanism
1144,Austin,TX,US,2341,11619961,Bandgap reference compensation circuit
1145,Santa Clara,CA,US,126,11619963,Area-efficient scalable memory read-data multiplexing and latching
1146,Boise,ID,US,352,11619964,"Methods for improving timing in memory devices, and related devices and systems"
1147,Plantation Gardens,FL,US,4622,11619965,Asynchronous ASIC
1148,Santa Monica,CA,US,3367,11619970,Alternating sampling method for non-echo duplex conversations on a wearable device with multiple speakers and microphones
1149,Carrollton,TX,US,27569,11619971,Personal computer wireless device docking station
1150,Virginia Beach,VA,US,71599,11619972,"Modular embedded compute appliance docking board, and methods and systems for the same"
1151,Pasadena,CA,US,200607,11619973,Mobile device display and input expansion apparatus
1152,Cupertino,CA,US,441,11619976,Computer with keyboard
1153,Chicago,IL,US,4479,11619979,Hinged electronic device with flexible display and heat spreader
1154,Spring,TX,US,287,11619980,Electronic device chassis with expansion card brackets
1155,Santa Clara,CA,US,445,11619982,Efficient calibration of circuits in tiled integrated circuits
1156,Mountain View,CA,US,16575,11619983,Method and apparatus for resolving touch screen ambiguities
1157,San Jose,CA,US,977,11619984,Efficient power management modes for multiple memory devices
1158,Spring,TX,US,287,11619986,Virtual reality controller apparatus
1159,Santa Clara,CA,US,126,11619987,Compensating for high head movement in head-mounted displays
1160,Plantation Gardens,FL,US,4622,11619988,Systems and methods for augmented reality
1161,Cupertino,CA,US,441,11619991,Device control using gaze information
1162,Mountain View,CA,US,123,11619992,Method and system for eye tracking with glint space recalibration on wearable heads-up display
1163,Redmond,WA,US,137,11619993,Systems and methods for gaze-tracking
1164,Saratoga,CA,US,10151,11619994,Control of an electronic contact lens using pitch-based eye gestures
1165,Plantation Gardens,FL,US,4622,11619996,Content movement and interaction using a single controller
1166,Burbank,CA,US,2730,11619998,Communication between autonomous vehicle and external observers
1167,Redmond,WA,US,137,11620000,Controlled invocation of a precision input mode
1168,Santa Monica,CA,US,3367,11620001,Pictorial symbol prediction
1169,Wilmington,DE,US,2840,11620014,Segmented ground plane within an active matrix display with concurrent touch and display operations
1170,Seattle,WA,US,206,11620019,Adaptive predictions of contact points on a screen
1171,Cupertino,CA,US,441,11620021,Methods and apparatus for cross-coupling correction on a touch sensor panel
1172,Okabena,MN,US,368,11620024,Touch screen sensor
1173,Sandy,UT,US,45714,11620027,Thermal expansion groove of a capacitive touch system
1174,Redmond,WA,US,137,11620030,Coherent gestures on touchpads and touchscreens
1175,San Jose,CA,US,989,11620031,Three dimensional navigation of listing information
1176,Waco,TX,US,39493,11620032,Method and apparatus for ego-centric 3D human computer interface
1177,Cupertino,CA,US,441,11620033,Systems and methods for proactively identifying and providing an internet link on an electronic device
1178,Redmond,WA,US,137,11620034,Systems and methods for providing tab previews via an operating system user interface
1179,Mountain View,CA,US,123,11620035,Streamlined hosted applications
1180,Milwaukee,WI,US,84108,11620037,"Systems, methods, and media for automatically optimizing maintenance"
1181,Redwood City,CA,US,34848,11620038,Restoring full online documents from scanned paper fragments
1182,Austin,TX,US,311646,11620039,Performant configuration user interface
1183,San Francisco,CA,US,1624,11620040,"Method, system, and computer program product for configuring at least one rule via a graphical user interface"
1184,San Jose,CA,US,4809,11620041,Reminder notifications for messages
1185,Cupertino,CA,US,441,11620042,Accelerated scrolling and selection
1186,Santa Monica,CA,US,3367,11620045,Alternate content insertion logic
1187,Cupertino,CA,US,441,11620046,Keyboard management user interfaces
1188,Mountain View,CA,US,123,11620048,Notification shade with animated reveal of notification indications
1189,Hopkinton,MA,US,1485,11620049,"Method, electronic device and computer program product for managing storage space"
1190,Addison,TX,US,1399,11620050,Soft data compression for non-volatile memory
1191,Moraga,CA,US,2610,11620051,System and method for data compaction and security using multiple encoding algorithms
1192,Hopkinton,MA,US,1485,11620052,Shielding a storage device of a storage system
1193,Boise,ID,US,352,11620053,Quality of service for the multiple functions in memory devices
1194,Round Rock,TX,US,714,11620054,Proactive monitoring and management of storage system input-output operation limits
1195,Armonk,NY,US,86,11620055,Managing data structures in a plurality of memory devices that are indicated to demote after initialization of the data structures
1196,Hopkinton,MA,US,1485,11620056,Snapshots for any point in time replication
1197,Round Rock,TX,US,714,11620058,Temperature-adjusted power-on data retention time tracking for solid state drives
1198,Armonk,NY,US,86,11620059,Optimization of file system snapshot performance in hybrid storage deployments
1199,Santa Clara,CA,US,126,11620060,Unified hardware and software two-level memory
1200,Mountain View,CA,US,93326,11620061,System and method for managing buffers in a computer system
1201,Hopkinton,MA,US,714,11620062,Resource allocation techniques using a metadata log
1202,San Jose,CA,US,599,11620064,Asynchronous semi-inline deduplication
1203,Hopkinton,MA,US,1485,11620068,Data transfer optimizations
1204,New York,NY,US,9012,11620070,Cognitive control plane for application consistent datasets
1205,San Jose,CA,US,599,11620071,Object store mirroring with garbage collection
1206,Boise,ID,US,352,11620074,Voltage bin calibration based on a voltage distribution reference voltage
1207,Mountain View,CA,US,1763,11620075,Providing application aware storage
1208,Redwood Shores,CA,US,985,11620076,Accelerated non-volatile memory device inspection and forensics
1209,Austin,TX,US,2341,11620078,Apparatus and methods for varying output pulse-width modulation (PWM) control of an inverter
1210,Armonk,NY,US,86,11620079,Log structured array offloaded data transfer migrations
1211,Hopkinton,MA,US,1485,11620080,"Data storage method, device and computer program product"
1212,Seattle,WA,US,206,11620081,Virtualized block storage servers in cloud provider substrate extension
1213,Boise,ID,US,352,11620085,Management of write operations in a non-volatile memory device using a variable pre-read voltage level
1214,San Jose,CA,US,977,11620086,Adaptive-feedback-based read-look-ahead management system and method
1215,Armonk,NY,US,86,11620087,Implicit leader election in a distributed storage network
1216,Boise,ID,US,352,11620088,Dual speed memory
1217,Armonk,NY,US,86,11620089,Non-volatile storage of high resolution tape directory
1218,McLean,VA,US,887,11620093,Securing printed features using volatile determinants
1219,Stamford,CT,US,90,11620100,Systems and methods for adjusting activity control parameters
1220,Milwaukee,WI,US,23656,11620101,Dynamic audio equalization
1221,Seattle,WA,US,206,11620102,Voice navigation for network-connected device browsers
1222,Cupertino,CA,US,441,11620103,User interfaces for audio media control
1223,Mountain View,CA,US,123,11620104,User interface customization based on speaker characteristics
1224,Armonk,NY,US,86,11620105,Hybrid floating point representation for deep learning acceleration
1225,Huntsville,AL,US,89382,11620108,Random number generation systems and methods
1226,San Jose,CA,US,12292,11620109,Converting a boolean masked value to an arithmetically masked value for cryptographic operations
1227,Bozeman,MT,US,7073,11620110,Registration of multiple user defined functions
1228,Natick,MA,US,21122,11620111,Providing services for assisting programming
1229,Atlanta,GA,US,319,11620113,Machine learning model representation and execution
1230,San Francisco,CA,US,1838,11620114,Responsive self-service template
1231,Redmond,WA,US,137,11620115,Output prefix specification transformers
1232,San Francisco,CA,US,3485,11620116,Programming language interoperability engine and enforcement in multi-tenant environments
1233,Boston,MA,US,77773,11620117,Systems and methods for code clustering analysis and transformation
1234,Redwood Shores,CA,US,985,11620118,Extraction from trees at scale
1235,Waltham,MA,US,39,11620119,Function summarization via type inference
1236,Seattle,WA,US,206,11620120,Configuration of secondary processors
1237,Seattle,WA,US,206,11620121,Controlling the approval of software updates for computing resources
1238,Blue Bell,PA,US,327527,11620122,Automation controller for upgrading an IT infrastructure
1239,New York,NY,US,50078,11620123,Swimlane-based cloud software releases
1240,San Francisco,CA,US,1838,11620124,System and method for flow runtime versioning
1241,Houston,TX,US,525,11620126,Dynamic multiple repository package management through continuous integration
1242,Seattle,WA,US,206,11620128,Machine learning-based identification of monolithic software application
1243,Albuquerque,NM,US,162982,11620131,"Methods and systems for illumination power, management, and control"
1244,Armonk,NY,US,86,11620132,Reusing an operand received from a first-in-first-out (FIFO) buffer according to an operand specifier value specified in a predefined field of an instruction
